Date,A,AA
2012-01-25,30.752716346989,10.113596348945
2012-01-26,29.782312811862997,9.997791810598
2012-01-27,29.796275452656,10.065344457967
2012-01-30,30.131378831693002,9.959190297815802
2012-01-31,29.649667724327998,9.804784246686902
2012-02-01,30.850454832542,9.8723368940558
2012-02-02,30.522332773902,10.085269650594
2012-02-03,31.61141875577,10.414347547063
2012-02-06,31.178576891181002,10.394990023741
2012-02-07,31.136688968801998,10.327238692115001
2012-02-08,31.394997823476,10.327238692115001
2012-02-09,31.478773668235,10.298202407133
2012-02-10,30.815548230559003,9.9594457490033
2012-02-13,30.606108618660997,9.9981607956467
2012-02-14,30.564220696280998,9.882015655716598
2012-02-15,30.466482210728998,9.7755492774474
2012-02-16,30.599127298263998,9.9497669873425
2012-02-17,30.117416190899,9.8239430857516
2012-02-21,29.747406209879998,10.075590888933
2012-02-22,29.824200734242,10.046554603951
2012-02-23,30.305911841607,10.123984697237999
2012-02-24,30.033640346140004,10.094948412255
2012-02-27,30.264023919228002,9.9884820339858
2012-02-28,30.459500890332,10.03687584229
2012-02-29,30.452519569935998,9.8433006090733
2012-03-01,30.829510871352,9.940088225681599
2012-03-02,30.522332773902,9.9110519406991
2012-03-05,29.866088656622,9.552937759248099
2012-03-06,29.517022636792003,9.1657872928145
2012-03-07,30.340818443590003,9.243217386101199
2012-03-08,30.913286716111003,9.456150142639698
2012-03-09,31.101782366819002,9.494865189283
2012-03-12,30.452519569935998,9.552937759248099
2012-03-13,31.492736309028,9.978803272324999
2012-03-14,31.394997823476,9.9497669873425
2012-03-15,32.016335338772,10.017518318968001
2012-03-16,31.848783649254,10.201414790524
2012-03-19,31.667269318943,10.259487360489
2012-03-20,31.297259337923002,10.104627173916
2012-03-21,31.220464813561,9.940088225681599
2012-03-22,30.515351453505,9.6884404224998
2012-03-23,30.927249356904003,9.7852280391082
2012-03-26,31.450848386648,9.8916944173774
2012-03-27,31.883690251237002,9.736834230804
2012-03-28,31.129707648405,9.514222712604699
2012-03-29,31.038950483249998,9.7077979458215
2012-03-30,31.123794470029,9.6981191841607
2012-04-02,31.375525901375,9.8433006090733
2012-04-03,31.347555742336997,9.736834230804
